,label,title,text
8434,4,Ice Age Floodwaters Leave a Walkable Trail Across the Northwest,"For years, geologists and devoted amateurs have lobbied for a regional trail dedicated to ice-age floods. At last, their efforts may pay off."
117675,2,Sky 's the limit when it comes to Sox spending,"If you want to get a rise out of a small-market general manager, ask him about the Red Sox being limited by their budget. Already this weekend at the winter meetings, we 've "
76588,1,EU leaders to sign constitution,"Heads of state gather in Rome to sign the EU constitution, as a row over the new Commission continues."
32814,2,"Take That, Boston. Again. And Again.","F the Red Sox thought they could come into Yankee Stadium and change the direction of the American League East race, they have another thought coming."
45478,3,Update 11: Microsoft Says It Wanted to Share Code,Microsoft Corp. said in court Thursday that it had been prepared during settlement talks to share more software code with its rivals than the European Union ultimately demanded.
85771,3,FCC Exempts Web Phones from State Rule," WASHINGTON (Reuters) - U.S. communications regulators on  Tuesday exempted Internet telephone services from certain state  oversight, a boon for Vonage Holdings Corp. and other providers  aggressively pushing the new service."
10269,2,Campbell takes gold,ATHENS - Jamaican Veronica Campbell became the first Jamaican and Caribbean woman ever to win an Olympic sprint gold when she captured the 200 metres at the 2004 Athens Olympics yesterday.
12227,2,Dahle takes Olympic gold in mountain bike,"Athens, Greece (Sports Network) - Gunn-Rita Dahle of Norway captured the gold medal on Friday in the women 's mountain bike competition at the Summer Olympics in Athens."
99047,3,Atlanta Named Third Most Dangerous City,"A Kansas company 's yearly ranking based on crime statistics shows that Camden, New Jersey, has become the nation 's most-dangerous city."
93851,2,Bears Wide Receiver Terrell Arrested," LAKE FOREST, Ill. (Sports Network) - Chicago Bears wide  receiver David Terrell has been arrested for traffic  violations."
110968,2,Rivers: It starts with stops,"Doc Rivers was on the defensive following practice yesterday at The Arena, though purely in a basketball sense, which had nothing to do with the frustrations of Paul Pierce or the ongoing constructive criticism of Gary Payton."
92452,1,Palestinian elections unsettle Israel,"After the death last week of Palestine Liberation Organisation Chairman Yasir Arafat, Israel has indicated that it is yet to decide whether or not to allow Palestinians unfettered elections."
59901,1,Bush and Kerry Get Ready for Last TV Duel,"TEMPE, Ariz. - Jobs, health care and other concerns of daily life will likely be focal points as President Bush and challenger John Kerry meet Wednesday for their third and final debate..."
39147,3,US Economy Seen on Solid Footing,"Orders for US durable goods fell unexpectedly in August but beat forecasts once transportation equipment was stripped out, government data showed on Friday in evidence the economy is again pumping strongly."
25487,4,IBM Rolls Out New Linux Server Using Power5 Chip," SAN FRANCISCO (Reuters) - International Business Machines  Corp <A HREF=""http://www.reuters.co.uk/financeQuoteLookup.jhtml?ticker=IBM.N qtype=sym infotype=info qcat=news"">IBM.N</A> on Sunday announced a new computer server using  its Power5 microprocessor tuned for the popular Linux operating  system, as the No. 1 computer maker aims to broaden the  adoption of Linux in broader corporate computing markets."
101276,2,France to Defends Fed Cup Title at Final (AP),"AP - Defending champion France surged into the Fed Cup final, completing a 5-0 sweep of Spain on Thursday behind singles victories by Nathalie Dechy and Tatiana Golovin."
96692,3,EMI sees music market improving,"EMI, the world 's third-largest music group, reported a drop in first-half profits on Friday but said the beleaguered industry was rebounding as online music sales start to take off."
69603,4,Nintendo apes around ,"Nintendo makes some noise with two new titles in the run-up to Christmas, says the BBC's Daniel Etherington. "
6238,4,Amazon $75m purchases Chinese Joyo,"After quite a few of negotiations, China 's non-state-run Joyo.com Ltd. has finally reached a deal with Amazon.com Inc., the US E-commerce giant, which possibly meant a beginning "
51127,2,Carter advances to second round at US Mid-Amateur,"Huntington, W.Va., golfer Pat Carter has advanced to the second round of match play at the US Mid-Amateur golf tournament. Carter defeated Scott Crawshaw of Pasadena, Calif."
19383,3,Dollar Firm Vs Yen on Jobs News,"The dollar stayed firm against other major currencies on Monday, helped by US jobs data, but traders said it lacked momentum to advance strongly."
46445,4,Linksys Launches Dual-Band Wi-Fi Gear,New products include 802.11g/a cards for both notebooks and desktops.
34254,3,U.S. Oil Holds Above $46 on Supply Fears, SINGAPORE (Reuters) - U.S. oil prices held above $46 a  barrel on Tuesday on worries of a major supply disruption at a  time when producers are pumping at full tilt to meet strong  demand.
20356,3,Army to Rebid Halliburton Contract -WSJ," NEW YORK (Reuters) - The U.S. Army plans within months to  break up Halliburton Co.'s contract to provide support services  for U.S. troops in Iraq -- valued at up to $13 billion -- and  open the work to competitive bids, the Wall Street Journal said  on Tuesday, citing an internal Army memorandum."
115754,4,Seattle Post-Intelligencer,"A rectangular box, embedded in a preview version of MSN Messenger 7.0, is a search field. Users will be able to launch Internet searches from that field, automatically opening a Web browser to display results on an Internet search site."
75241,2,McGrath celebrates 100th Test by punishing India 's top order,Fast bowler Glenn McGrath celebrated his 100th Test appearance by sparking India 's top-order collapse Wednesday as Australia took charge of the third Test.
5339,4,More money for fuel cells,"Neah Power Systems, which develops fuel cells for notebooks, raises $12 million in venture funding."
92249,2,New backing for Glazer?,The on-off saga that is Malcolm Glazer 's proposed takeover of Manchester United could be back on after reports that the American tycoon has found a new backer.
42957,1,"Drivers, those who heat with oil, to feel the most pain from crude oil hike (Canadian Press)","Canadian Press - TORONTO (CP) - With the price of crude oil continuing its summertime climb to hit a record high of  $50 US per barrel this week, Canadian consumers are feeling the pinch at the gas pumps and gearing up for a winter of high heating oil costs."
99841,3,China and Cuba sign trade deals,China and Cuba sign a multi-million dollar nickel deal as the communist nations seek closer ties.
118491,4,HP bullish on Itanium 's future,"On the surface, new announcements from Hewlett-Packard and Intel bode well for the future of the 64-bit Itanium platform, which should be good news for the channel."
34448,4,"Tape drives are fast enough, says Quantum",Rules out LTO as it begins the hunt for DLT's fatter successor
85241,1,Peru Names Prosecutor to Oversee Retrial,"The government named a special prosecutor for anti-terrorism cases Monday, moving to prevent a repeat of a trial disruption last week by the Shining Path rebel founder and his followers."
104458,2,Another defeat stares at Kiwis,"Adelaide, November 29: Australia set New Zealand 464 to win then ripped through the touring sides top order to leave the Kiwis struggling on 149 for five at the close of the fourth days play in the second test on Monday."
48626,4,Four Out Of Five Linux PCs End Up Running Pirated Windows,A Gartner analyst finds a direct connection between Linux and piracy: many systems come preinstalled with Linux to keep prices down but then bogus copies of Windows get loaded.
84723,3,Pfizer 's Gloom Factor,"The news seemingly keeps getting worse for Pfizer (NYSE: PFE), but if it can relieve investors ' anxiety, the pharmaceutical company stands to be stronger than ever."
